,Species,Continent_of_Origin,Country_of_Origin,Harvest_Year,Expiration,Variety,Color,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Moisture,Quakers,Category_One_Defects,Category_Two_Defects
1227,Arabica,North America,Guatemala,2014-01-01,2015-02-27,Other,Green,Washed / Wet,7.17,6.5,6.67,7.0,7.17,7.17,10.0,10.0,10.0,0.1,0,0,2
1228,Arabica,North America,Guatemala,2012-01-01,2014-02-07,Bourbon,Green,Washed / Wet,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,10.0,0.11,0,1,4
1229,Arabica,North America,Mexico,2012-01-01,2013-09-11,Typica,Green,Natural / Dry,7.25,7.25,7.0,7.5,7.33,7.42,8.0,9.33,10.0,0.13,0,31,47
1230,Arabica,North America,Guatemala,2012-01-01,2013-01-12,Bourbon,Green,Washed / Wet,7.17,6.08,6.17,7.25,7.33,7.33,10.0,10.0,10.0,0.11,0,0,9
1231,Arabica,North America,United States,2014-01-01,2016-01-20,Hawaiian Kona,Green,Natural / Dry,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,0.11,0,2,8
1232,Arabica,North America,United States,2012-01-01,2013-05-24,Hawaiian Kona,Green,Natural / Dry,7.42,7.33,7.33,7.5,7.67,7.75,8.0,8.67,9.33,0.11,0,4,31
1234,Arabica,North America,Mexico,2012-01-01,2013-07-11,Typica,Green,Washed / Wet,7.08,6.83,6.67,7.25,7.25,6.92,10.0,9.33,10.0,0.11,0,0,3
1235,Arabica,Asia,Taiwan,2016-01-01,2018-06-06,Yellow Bourbon,Green,Washed / Wet,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10.0,10.0,0.0,0,3,4
1236,Arabica,North America,Honduras,2014-01-01,2015-05-15,Pacas,Green,Natural / Dry,6.83,7.0,6.67,7.0,7.0,6.83,10.0,10.0,10.0,0.11,0,2,6
1237,Arabica,North America,United States,2014-01-01,2015-03-18,Hawaiian Kona,Green,Natural / Dry,7.58,7.33,7.5,7.42,7.5,7.33,8.0,8.67,9.33,0.12,0,2,3
1238,Arabica,North America,Guatemala,2014-01-01,2015-02-07,Other,Green,Washed / Wet,7.42,7.25,6.83,7.33,7.0,6.92,9.33,9.33,9.33,0.1,0,1,2
1239,Arabica,Asia,China,2013-01-01,2014-09-05,Typica,Green,Washed / Wet,7.33,7.17,6.92,7.08,7.33,7.0,9.33,9.33,9.33,0.1,0,0,28
1240,Arabica,North America,Guatemala,2013-01-01,2014-04-29,Bourbon,Green,Washed / Wet,7.0,6.83,6.83,7.17,6.67,6.83,10.0,10.0,10.0,0.11,0,3,9
1241,Arabica,North America,Mexico,2012-01-01,2013-09-11,Other,Green,Washed / Wet,7.25,7.33,7.0,7.0,7.25,7.08,10.0,10.0,8.0,0.12,0,2,7
1243,Arabica,North America,Costa Rica,2014-01-01,2016-02-03,Caturra,Green,Washed / Wet,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,0.12,0,2,4
1244,Arabica,North America,Mexico,2012-01-01,2013-07-26,Typica,Green,Washed / Wet,7.42,7.25,7.0,7.0,7.25,7.08,8.0,10.0,10.0,0.11,0,0,3
1245,Arabica,North America,Guatemala,2012-01-01,2013-01-12,Bourbon,Green,Washed / Wet,7.17,6.17,6.17,7.08,7.33,6.83,10.0,10.0,10.0,0.11,0,0,7
1248,Arabica,North America,Guatemala,2013-01-01,2014-02-07,Bourbon,Green,Washed / Wet,7.0,6.83,6.67,7.17,6.83,6.83,10.0,10.0,10.0,0.11,0,0,2
1249,Arabica,Asia,Taiwan,2012-01-01,2014-05-29,Typica,Bluish-Green,Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10.0,0.11,0,0,0
1251,Arabica,North America,Mexico,2012-01-01,2013-09-17,Typica,Green,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10.0,10.0,10.0,0.13,0,0,3
1252,Arabica,North America,Guatemala,2013-01-01,2014-01-29,Bourbon,Green,Washed / Wet,7.08,6.92,6.33,7.0,6.92,7.0,10.0,10.0,10.0,0.11,0,2,15
1253,Arabica,South America,Brazil,2017-01-01,2018-10-20,Bourbon,Green,Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,8.0,8.0,10.0,0.0,0,0,3
1254,Arabica,North America,Guatemala,2014-01-01,2015-04-08,Other,Green,Washed / Wet,7.33,7.0,6.83,7.17,7.17,7.17,9.33,9.33,9.33,0.1,0,1,2
1258,Arabica,North America,Mexico,2012-01-01,2013-09-11,Other,Green,Washed / Wet,7.08,7.0,7.0,7.25,7.33,7.25,8.67,8.67,10.0,0.12,0,1,11
1259,Arabica,South America,Peru,2014-01-01,2016-06-15,Caturra,Green,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,0.0,0,7,9
1263,Arabica,North America,Mexico,2012-01-01,2013-07-26,Typica,Green,Washed / Wet,7.17,6.58,6.58,7.0,7.25,6.58,9.33,9.33,10.0,0.13,0,0,14
1264,Arabica,North America,Guatemala,2012-01-01,2013-04-30,Bourbon,Green,Washed / Wet,7.5,7.0,6.83,7.5,7.17,7.33,8.67,8.67,8.67,0.11,0,0,8
1266,Arabica,North America,United States,2014-01-01,2015-03-18,Hawaiian Kona,Green,Natural / Dry,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,0.0,0,0,0
1270,Arabica,North America,Mexico,2012-01-01,2013-09-10,Bourbon,Green,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10.0,7.33,10.0,0.12,0,0,12
1271,Arabica,North America,Honduras,2014-01-01,2015-05-15,Pacas,Green,Natural / Dry,6.83,6.83,6.67,6.83,7.0,6.83,9.33,8.67,10.0,0.11,0,0,7
1274,Arabica,North America,Guatemala,2012-01-01,2013-07-09,Bourbon,Green,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8.0,8.0,8.0,0.11,0,0,15
1276,Arabica,North America,Mexico,2012-01-01,2013-09-12,Pacamara,Green,Washed / Wet,7.5,7.25,6.92,7.0,7.17,6.83,8.0,8.0,10.0,0.11,0,4,20
1277,Arabica,North America,Mexico,2012-01-01,2013-09-12,Mundo Novo,Green,Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,10.0,6.0,10.0,0.11,0,0,20
1279,Arabica,North America,Mexico,2012-01-01,2013-03-05,Typica,Bluish-Green,Washed / Wet,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10.0,0.13,0,23,29
1280,Arabica,North America,Mexico,2012-01-01,2013-07-11,Typica,Green,Washed / Wet,7.0,6.92,6.75,6.92,7.17,6.83,10.0,6.67,10.0,0.14,0,15,7
1282,Arabica,North America,Mexico,2012-01-01,2013-08-01,Typica,Green,Washed / Wet,7.33,6.75,6.67,7.25,7.5,7.0,10.0,5.33,10.0,0.12,0,0,30
1285,Arabica,North America,Mexico,2013-01-01,2014-03-29,Typica,Green,Washed / Wet,7.08,7.0,6.83,7.5,7.33,6.83,8.0,7.33,10.0,0.12,0,0,7
1286,Arabica,North America,United States,2014-01-01,2015-03-13,Hawaiian Kona,Blue-Green,Natural / Dry,7.5,7.25,7.0,7.25,7.42,7.33,8.0,8.67,6.67,0.0,0,1,2
1287,Arabica,North America,Guatemala,2013-01-01,2014-06-06,Bourbon,Green,Washed / Wet,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10.0,8.67,0.11,0,1,1
1288,Arabica,North America,Mexico,2012-01-01,2013-09-10,Typica,Green,Washed / Wet,7.0,6.58,6.67,6.83,7.08,6.83,10.0,6.67,10.0,0.14,0,3,11
1290,Arabica,North America,Mexico,2012-01-01,2013-08-01,Typica,Green,Washed / Wet,7.67,7.0,7.17,7.58,7.33,7.33,10.0,2.67,10.0,0.12,0,0,19
1293,Arabica,North America,Honduras,2014-01-01,2015-04-26,Pacas,Green,Washed / Wet,7.0,7.17,6.83,7.17,7.0,7.17,8.0,8.0,8.0,0.11,0,1,16
1296,Arabica,North America,United States,2014-01-01,2015-03-10,Hawaiian Kona,Green,Natural / Dry,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,0.11,0,5,9
1298,Arabica,North America,Costa Rica,2014-01-01,2016-02-03,Caturra,Green,Washed / Wet,6.33,6.5,6.33,6.83,6.33,6.5,10.0,6.67,10.0,0.11,0,0,7
1299,Arabica,North America,Mexico,2012-01-01,2013-09-10,Mundo Novo,Green,Washed / Wet,6.92,6.92,6.92,6.92,7.17,7.0,10.0,2.67,10.0,0.12,0,4,24
1300,Arabica,North America,Mexico,2012-01-01,2013-07-11,Bourbon,Green,Washed / Wet,6.5,6.67,6.42,7.17,7.33,6.5,8.0,6.0,10.0,0.11,0,0,0
1301,Arabica,North America,Mexico,2014-01-01,2015-05-05,Typica,Green,Washed / Wet,6.92,7.0,6.83,6.92,7.42,6.92,6.0,6.0,10.0,0.12,0,0,1
1303,Arabica,North America,Honduras,2014-01-01,2015-05-15,Catuai,Green,Washed / Wet,6.67,6.5,6.17,6.67,6.83,6.17,8.0,8.0,8.0,0.1,0,0,4
1304,Arabica,North America,Honduras,2014-01-01,2015-05-15,Catuai,Green,Washed / Wet,7.0,6.17,6.17,6.67,6.5,6.17,8.0,8.0,8.0,0.1,0,0,3
1305,Arabica,North America,Honduras,2014-01-01,2015-05-15,Catuai,Green,Washed / Wet,7.0,6.33,6.17,6.5,6.67,6.17,8.0,8.0,8.0,0.1,0,0,4
1307,Arabica,North America,Haiti,2012-01-01,2013-05-24,Typica,Blue-Green,Natural / Dry,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6.0,6.0,0.14,0,8,16
1308,Arabica,North America,Nicaragua,2016-01-01,2018-06-06,Caturra,Green,Other,7.25,6.58,6.33,6.25,6.42,6.08,6.0,6.0,6.0,0.13,0,1,5
1309,Arabica,North America,Guatemala,2012-01-01,2013-05-24,Catuai,Green,Washed / Wet,7.5,6.67,6.67,7.67,7.33,6.67,8.0,1.33,1.33,0.1,0,0,4
1319,Robusta,Asia,India,2015-01-01,2017-08-17,Other,Green,Washed / Wet,7.67,7.75,7.58,7.83,7.83,8.0,10.0,10.0,7.92,0.09,0,0,0
1322,Robusta,Asia,India,2015-01-01,2017-08-23,Other,Green,Natural / Dry,7.67,7.83,7.75,7.5,7.75,7.58,10.0,10.0,7.75,0.11,0,0,0
1333,Robusta,North America,United States,2012-01-01,2013-02-28,Arusha,Green,Natural / Dry,7.92,7.5,7.42,7.42,7.42,7.42,9.33,10.0,7.58,0.0,0,0,0
